time,free_R,free_W,prod_R,prod_W
7.24870573459187e-06,999,1000,1,0
0.0013779901316322866,789,817,272,260
0.0026875384321629918,722,737,488,479
0.003834166543675676,705,698,675,690
0.005063775269914025,707,681,848,886
0.006215928742509132,679,684,1052,1057
0.007380846396243768,667,719,1249,1212
0.008486855878857846,689,697,1425,1403
0.009684114361248063,695,696,1613,1580
0.010835444034963308,685,703,1801,1768
0.011932645904424782,673,675,1994,1959
0.012980601090778693,644,673,2200,2135
0.01413881363564083,683,682,2372,2304
0.015302882115478193,682,700,2558,2467
0.016467358586186805,694,691,2736,2653
0.017641669287331532,687,648,2924,2864
0.018847077022102195,679,666,3102,3049
0.020032183355612,695,675,3285,3225
0.021244627395893962,681,694,3484,3393
0.0223176170801864,647,674,3692,3582
0.02344140829282914,680,677,3864,3755
0.024676855534023042,687,688,4048,3930
0.02584777567655065,659,686,4235,4111
0.02705603390082818,667,688,4414,4291
0.028267572725282207,698,693,4575,4470
0.029424809597003814,699,688,4758,4653
0.03052649010614184,709,701,4940,4819
0.03171267987519058,688,708,5133,4993
0.03296311674263173,683,692,5315,5188
0.03412415564881564,673,701,5501,5372
0.03527846056937128,697,682,5673,5557
0.03641239663434967,668,681,5858,5751
0.03756914471989561,695,691,6029,5919
0.03871575245838089,678,712,6216,6097
0.03992795763130028,692,674,6392,6298
0.04105303907138672,679,673,6583,6488
0.04215528161028355,657,660,6788,6666
0.043302931429924425,665,671,6974,6841
0.044410928301823575,672,683,7150,7014
0.04555622944407169,672,682,7333,7193
0.046716126026399504,676,689,7523,7372
0.04783260888298417,676,692,7706,7546
0.048999486272725545,672,695,7904,7716
0.050214420816409665,674,712,8087,7889
0.05136341085273716,672,702,8275,8068
0.05249854506863094,658,689,8485,8246
0.05373209083014508,673,693,8662,8432
0.054846579417941035,670,688,8829,8633
0.05605557356979506,669,672,9017,8830
0.05717408304813933,669,690,9206,8997
0.058348522979312166,695,688,9381,9178
0.05945545517892996,681,710,9579,9349
0.06054254305064471,687,701,9762,9532
0.061718204113722065,680,708,9932,9715
0.06290858198987134,721,693,10097,9899
0.0641206161600888,717,684,10290,10084
0.06526245201355305,674,670,10514,10259
0.06636346164030914,662,671,10712,10428
0.06747150291379332,671,665,10891,10619
0.06855197894585505,678,686,11056,10800
0.06968487861640978,694,699,11231,10972
0.0708446148827567,677,692,11436,11142
0.07200923911758743,676,709,11621,11316
0.07324852251617031,705,686,11798,11502
0.07440719429449429,700,688,11979,11694
0.0755915236276179,689,704,12171,11870
0.07675818749562303,693,700,12347,12053
0.07800497026880512,661,705,12533,12230
0.07921182451033996,658,702,12704,12429
0.08040227133759752,662,687,12893,12617
0.08151491790819825,663,717,13062,12786
0.0826402962376932,670,696,13242,12978
0.08383763654349095,685,685,13428,13155
0.08508557286696004,690,684,13596,13347
0.08631454511488926,719,693,13767,13528
0.08749225916530744,675,706,13970,13714
0.08862092068981747,709,665,14137,13924
0.08980917475634759,677,658,14327,14116
0.09090720956417193,662,686,14510,14278
0.09203685784201733,682,681,14677,14468
0.0931172111124741,684,679,14847,14659
0.09423524510962135,694,678,15026,14839
0.09540278352568993,704,686,15214,15003
0.09660488013034677,672,690,15410,15182
0.09786756730120053,691,688,15593,15347
0.09907860823860593,689,699,15767,15532
0.10030533752922895,692,706,15958,15706
0.10142773961425326,689,703,16138,15896
0.1026397295869698,702,697,16303,16083
0.10384480267314539,708,711,16482,16254
0.10504287870486484,730,694,16654,16454
0.10625875059526138,705,710,16833,16639
0.10741448952112784,698,721,17029,16809
0.10857866377919921,684,676,17209,17023
0.10973845416427891,675,663,17408,17210
0.11092561893718694,690,695,17594,17365
0.11213299679041203,693,679,17765,17560
0.11320219567213072,696,682,17945,17740
0.1144103552519132,700,707,18118,17908
0.11563017953471247,680,685,18304,18099
0.11682454008695888,689,695,18496,18266
0.1180313761749497,659,717,18703,18432
0.11909952118975428,678,701,18877,18616
0.12035133619964221,673,697,19068,18789
0.12149376310577889,689,703,19248,18962
0.12273507630913691,693,694,19427,19159
0.1238688132221124,688,673,19610,19357
0.1250249648584361,710,656,19782,19550
0.12619899316416017,705,681,19963,19726
0.12737305410296967,716,709,20152,19881
0.1285871359279373,711,698,20321,20082
0.12977049750569825,699,656,20507,20282
0.13088195512965242,696,689,20691,20445
0.13203126530440926,682,685,20870,20631
0.13326266103042592,694,692,21050,20807
0.13447349169402048,704,696,21221,20986
0.13567418828932826,673,702,21425,21165
0.13681676680434796,668,695,21617,21338
0.13796213025448908,663,670,21795,21533
0.13919424937830546,687,690,21975,21699
0.14035469111400217,660,674,22157,21912
0.14155260621362414,686,692,22324,22078
0.14269501161265077,666,667,22502,22287
0.14392998705568705,708,692,22663,22458
0.14509067297731817,689,673,22852,22649
0.1463297132393912,680,702,23038,22814
0.14750489483380938,693,680,23201,23002
0.1487162997210261,699,656,23382,23198
0.14984355900697188,685,653,23574,23386
0.15103325071590692,688,676,23753,23557
0.1521674237942586,673,682,23941,23738
0.15334924299003536,687,690,24127,23914
0.15450512968553348,666,699,24331,24082
0.15570956535518488,699,677,24507,24269
0.1569080719923904,668,701,24707,24435
0.1580836286995818,659,702,24890,24608
0.15919560117388432,654,689,25078,24798
0.16041254715248637,674,709,25249,24970
0.16163418586287812,671,717,25445,25135
0.16283923384063942,684,691,25613,25332
0.16400952787337947,674,684,25795,25523
0.16515914501821802,666,684,25982,25710
0.1664275547249422,662,708,26167,25880
0.1676241640534236,662,714,26359,26046
0.1688419158736931,660,698,26541,26239
0.16999299639885143,663,684,26738,26425
0.17111019616491258,675,707,26918,26595
0.172286322926626,668,708,27098,26778
0.17337719310574015,691,676,27277,26967
0.1745621444755344,681,711,27478,27123
0.17573058215086593,687,714,27666,27298
0.17688745532465505,660,701,27861,27483
0.17806599038447024,692,710,28032,27654
0.17924358316694686,678,705,28225,27840
0.1804671000228195,700,700,28390,28026
0.1816966825674559,683,673,28585,28213
0.18291734959994072,706,674,28756,28392
0.1840328778322116,688,701,28955,28553
0.1851574481358415,673,687,29160,28730
0.1862840465397591,660,683,29339,28917
0.1874294368007411,660,694,29530,29088
0.18853050350763498,696,666,29699,29267
0.18970959192161885,694,692,29886,29443
0.1908702991313251,684,691,30069,29638
0.19197028436685137,668,687,30258,29821
0.1931731152234886,683,716,30431,29988
0.19428622203616738,684,685,30625,30168
0.1954751913875317,672,696,30813,30346
0.1966260405865526,680,706,30994,30524
0.1978326679209024,708,715,31160,30695
0.19900260555471863,689,692,31345,30887
0.2002141731426228,695,693,31526,31066
0.20129085635006758,679,709,31715,31233
0.20255719477638318,693,698,31902,31409
0.20372321566136445,685,676,32086,31605
0.204904389802941,667,688,32282,31771
0.20611574330809576,681,682,32472,31941
0.20733357868396796,677,689,32669,32104
0.20850252639753145,680,669,32850,32303
0.20963045872961705,685,641,33037,32496
0.21079380112695406,691,669,33214,32666
0.21198286450452195,671,663,33410,32851
0.21308226513920756,673,656,33599,33028
0.21415191657258806,641,666,33796,33213
0.2153136570423956,668,670,33967,33394
0.21646165701344713,680,672,34147,33578
0.2176787062275698,684,677,34335,33759
0.21881667725319137,695,717,34508,33928
0.21997449955059012,692,708,34692,34108
0.22118095008899202,674,694,34882,34297
0.22235962352233485,689,675,35066,34490
0.2235330410670046,683,695,35257,34665
0.22467534237153042,666,698,35451,34847
0.22583879790438666,676,708,35632,35021
0.2270369141744992,674,687,35823,35216
0.2281505906987168,668,677,36018,35402
0.22921613233289176,673,665,36196,35595
0.2304140630865175,675,681,36367,35773
0.23154012265836224,681,701,36554,35939
0.23272441087559656,647,689,36747,36128
0.23384281468129947,672,685,36932,36304
0.23497246590289148,672,673,37114,36481
0.23618001923945078,692,677,37302,36648
0.23740203490026202,690,660,37480,36841
0.2385680125378905,678,667,37681,37016
0.2397508453378451,687,679,37853,37200
0.240924052954972,676,691,38036,37371
0.24214839914067843,693,693,38202,37556
0.24338698128146427,689,693,38397,37728
0.24465264288266533,699,688,38559,37925
0.2458775613143279,709,680,38735,38108
0.2470201815037083,687,710,38919,38275
0.248217983068191,686,696,39095,38475
0.24939065843866398,690,695,39280,38655
0.25059999002475597,678,690,39467,38831
0.2518128775469726,678,707,39658,38999
0.25302020878986975,680,691,39839,39186
0.2542736868754144,679,691,40034,39352
0.2554816959514284,680,685,40227,39530
0.25667964921982933,694,693,40406,39711
0.25788289169645895,682,701,40593,39886
0.25899011563258684,676,699,40778,40071
0.260170901068817,697,704,40948,40257
0.2614099312346116,684,698,41139,40440
0.26248300932334645,693,687,41321,40625
